Player,Jersey_Num,Class,Position,Height,Weight,Hometown,High_School,Summary,Team,Year
Marques Bolden,20,SO,C,6-11,250,DeSoto TX,DeSoto High School,3.9 Pts 3.6 Reb 0.6 Ast,Duke,2018
Javin DeLaurier,12,SO,F,6-10,237,Shipman VA,St. Anne's-Belfield School,3.4 Pts 4.0 Reb 0.5 Ast,Duke,2018
Jordan Goldwire,14,FR,G,6-2,184,Norcross GA,Norcross High School,1.0 Pts 0.5 Reb 0.9 Ast,Duke,2018
Justin Robinson,50,SO,F,6-9,202,San Antonio TX,San Antonio Christian School High School,1.4 Pts 0.6 Reb 0.1 Ast,Duke,2018
Jack White,41,SO,F,6-7,222,Traralgon Australia,Australian Institute of Sport,0.8 Pts 1.5 Reb 0.3 Ast,Duke,2018
Antonio Vrankovic,30,JR,C,7-0,269,Zagreb Croatia,Pine Crest HS,1.0 Pts 1.1 Reb 0.5 Ast,Duke,2018
Jordan Tucker,5,FR,F,6-7,220,White Plains NY,Joseph Wheeler High School,3.0 Pts 0.5 Reb 0.0 Ast,Duke,2018
Mike Buckmire,51,FR,G,6-2,175,Blue Bell PA,Germantown Friends School,0.8 Pts 0.5 Reb 0.3 Ast,Duke,2018
Jalen Hudson,3,JR,G,6-6,195,Richmond VA,St. Vincent-St. Mary HS,15.5 Pts 3.9 Reb 1.1 Ast,Florida ,2018
Egor Koulechov,4,SR,G,6-5,210,Volgograd Russia,Sagemont (FL),13.8 Pts 6.4 Reb 1.2 Ast,Florida ,2018
Chris Chiozza,11,SR,G,6-0,160,Memphis TN,White Station HS,11.1 Pts 4.3 Reb 6.1 Ast,Florida ,2018
KeVaughn Allen,5,JR,G,6-2,193,Little Rock AR,North Little Rock HS,11.0 Pts 2.4 Reb 2.4 Ast,Florida ,2018
Keith Stone,25,SO,F,6-8,244,Deerfield Beach FL,Zion Lutheran HS,8.8 Pts 4.3 Reb 0.7 Ast,Florida ,2018
Kevarrius Hayes,13,JR,C,6-9,227,Live Oak FL,Suwanee HS,4.8 Pts 5.0 Reb 0.4 Ast,Florida ,2018
Mike Okauru,0,FR,G,6-3,185,Raleigh NC,Brewster Academy,3.8 Pts 1.0 Reb 0.6 Ast,Florida ,2018
Deaundrae Ballard,24,FR,G,6-5,181,Atlanta GA,Southwest Atlanta Christian Academy,3.7 Pts 1.7 Reb 0.3 Ast,Florida ,2018
Gorjok Gak,12,SO,C,6-11,235,Sydney Australia,Victory Rock Prep,2.2 Pts 2.4 Reb 0.1 Ast,Florida ,2018
Dontay Bassett,21,FR,F,6-9,245,Oakland CA,Oldsmar Christian Academy,1.7 Pts 1.6 Reb 0.2 Ast,Florida ,2018
Chase Johnson,1,FR,F,6-9,226,Ripley WV,Huntington Prep,4.3 Pts 2.0 Reb 0.3 Ast,Florida ,2018
Andrew Fava,,FR,G,5-10,171,Baltimore MD,Loyola Blakefield,0.9 Pts 0.1 Reb 0.3 Ast,Florida ,2018
Mak Krause,,JR,G,6-2,172,Atlanta GA,St. Pius X Catholic High School,0.6 Pts 0.1 Reb 0.0 Ast,Florida ,2018
Phil Cofer,0,JR,F,6-8,230,Fayetteville GA,Whitewater HS,12.8 Pts 5.1 Reb 0.7 Ast,Florida St. ,2018
Braian Angola-Rodas,11,SR,G,6-6,195,Villanueva Colombia,Findlay College Prep,12.5 Pts 3.9 Reb 3.0 Ast,Florida St. ,2018
Terance Mann,14,JR,G,6-7,215,Lowell MA,Tilton School (NH),12.6 Pts 5.4 Reb 2.6 Ast,Florida St. ,2018
CJ Walker,2,SO,G,6-1,195,Indianapolis IN,Arsenal Technical High School,8.0 Pts 2.5 Reb 2.4 Ast,Florida St. ,2018
Trent Forrest,3,SO,G,6-4,210,Chipley FL,Chipley High School,7.9 Pts 4.9 Reb 4.1 Ast,Florida St. ,2018
M.J. Walker,23,FR,G,6-5,213,Jonesboro GA,Jonesboro High School,7.0 Pts 1.7 Reb 1.1 Ast,Florida St. ,2018
Mfiondu Kabengele,25,FR,F,6-10,250,Burlington Canada,Don Bosco Preparatory High School,7.2 Pts 4.6 Reb 0.3 Ast,Florida St. ,2018
PJ Savoy,5,JR,G,6-4,210,Las Vegas NV,Las Vegas High School,6.7 Pts 1.4 Reb 0.6 Ast,Florida St. ,2018
Christ Koumadje,21,JR,C,7-4,268,N'Djamena Chad,Montverde Academy,6.5 Pts 4.1 Reb 0.1 Ast,Florida St. ,2018
Ike Obiagu,12,FR,C,7-2,270,Abuja Nigeria,Greenforest Christian High School,2.3 Pts 2.6 Reb 0.1 Ast,Florida St. ,2018
Brandon Allen,40,SR,F,6-6,200,Milton FL,Milton HS,1.0 Pts 0.4 Reb 0.3 Ast,Florida St. ,2018
Travis Light,20,FR,G,6-5,180,Vienna VA,Montverde Academy,1.5 Pts 0.3 Reb 0.0 Ast,Florida St. ,2018
Wyatt Wilkes,31,FR,F,6-8,220,Orlando FL,Winter Park High School,0.7 Pts 1.5 Reb 0.5 Ast,Florida St. ,2018
Harrison Prieto,35,SO,F,6-8,230,Mandeville LA,St. Paul's School,1.0 Pts 0.0 Reb 0.5 Ast,Florida St. ,2018
Justin Lindner,15,SO,G,6-1,180,Memphis TN,Christian Brothers High School,0.0 Pts 0.3 Reb 0.7 Ast,Florida St. ,2018
Will Miles,33,FR,F,6-6,220,Orlando FL,Trinity Preparatory School,0.0 Pts 0.3 Reb 0.0 Ast,Florida St. ,2018
Anthony Polite,13,FR,G,6-6,215,Lugano Switzerland,Saint Andrew's School,0.0 Pts 1.0 Reb 1.0 Ast,Florida St. ,2018
D'Marcus Simonds,15,SO,G,6-3,195,Gainesville GA,Buford HIgh School,21.2 Pts 5.7 Reb 4.4 Ast,Georgia St. ,2018
Devin Mitchell,24,JR,G,6-4,190,Lawrenceville GA,Collins Hill,12.0 Pts 2.5 Reb 1.9 Ast,Georgia St. ,2018
Jeff Thomas,30,JR,G,6-5,190,Norwalk OH,Norwalk HS,10.7 Pts 4.3 Reb 1.2 Ast,Georgia St. ,2018
Malik Benlevi,2,JR,F,6-6,225,Savannah GA,Jenkins HS (GA),9.6 Pts 6.5 Reb 1.7 Ast,Georgia St. ,2018
Jordan Session,23,SR,F,6-7,205,Mcdonough GA,Eagle's Landing HS,7.5 Pts 6.0 Reb 0.9 Ast,Georgia St. ,2018
Isaiah Williams,11,SR,G,6-1,175,Buford GA,Buford HIgh School,7.4 Pts 1.4 Reb 1.5 Ast,Georgia St. ,2018
Kane Williams,12,FR,G,6-3,190,Douglasville GA,South Paulding High School,3.5 Pts 1.4 Reb 1.2 Ast,Georgia St. ,2018
Jordan Tyson,50,JR,F,6-9,220,Cincinnati OH,Fishburne Academy (VA),2.0 Pts 1.9 Reb 0.1 Ast,Georgia St. ,2018
Josh Linder,20,FR,F,6-8,210,Kathleen GA,Veterans High School,1.3 Pts 0.9 Reb 0.1 Ast,Georgia St. ,2018
Matt Chism,35,FR,G,6-3,185,Dawsonville GA,Dawson County High School,0.5 Pts 0.2 Reb 0.1 Ast,Georgia St. ,2018
Denis Alibegovic,10,FR,G,6-2,170,Downers Grove IL,Downers Grove South High School,0.3 Pts 0.0 Reb 0.1 Ast,Georgia St. ,2018
Chris Clerkley,14,SO,F,6-8,240,Perry GA,Perry High School,0.0 Pts 0.5 Reb 0.2 Ast,Georgia St. ,2018
Nile Felton,0,SO,G,6-3,160,Atlanta GA,Union High School,0.0 Pts 0.3 Reb 0.0 Ast,Georgia St. ,2018
Johnathan Williams,3,SR,F,6-9,225,Memphis TN,Southwind,13.4 Pts 8.5 Reb 1.6 Ast,Gonzaga,2018
Zach Norvell,23,FR,G,6-5,205,Chicago IL,Simeon Career Academy,12.7 Pts 3.9 Reb 2.3 Ast,Gonzaga,2018
Killian Tillie,33,SO,F,6-10,220,Cagnes-sur-Mer France,INSEP Academy,12.9 Pts 5.9 Reb 1.7 Ast,Gonzaga,2018
Josh Perkins,13,JR,G,6-3,190,Park Hill CO,Huntington Prep HS,12.3 Pts 3.1 Reb 5.3 Ast,Gonzaga,2018
Rui Hachimura,21,SO,F,6-8,230,Toyama Japan,Meisei HIgh School,11.6 Pts 4.7 Reb 0.6 Ast,Gonzaga,2018
Silas Melson,0,SR,G,6-4,178,Portland OR,Jefferson HS,9.3 Pts 3.1 Reb 2.2 Ast,Gonzaga,2018
Corey Kispert,24,FR,F,6-7,220,Edmonds WA,King's (Shoreline WA),6.7 Pts 3.2 Reb 0.7 Ast,Gonzaga,2018
Jacob Larsen,14,FR,C,6-11,227,Holte Denmark,Falkonergardens High School,2.9 Pts 2.7 Reb 0.5 Ast,Gonzaga,2018
Jeremy Jones,22,JR,F,6-7,213,San Antonio TX,East Central,1.7 Pts 1.3 Reb 0.2 Ast,Gonzaga,2018
Jesse Wade,10,FR,G,6-1,175,Kaysville UT,Davis High School,1.4 Pts 0.4 Reb 0.2 Ast,Gonzaga,2018
Brian Pete,,JR,G,6-1,185,,Southridge High School,0.6 Pts 0.7 Reb 0.1 Ast,Gonzaga,2018
Alex Martin,5,SO,G,6-5,205,Overland Park KS,Blue Valley High School,1.0 Pts 0.3 Reb 0.0 Ast,Gonzaga,2018
Jack Beach,2,SO,G,6-3,180,San Diego CA,Torrey Pines HS,0.1 Pts 0.3 Reb 0.1 Ast,Gonzaga,2018
Robert Gray,32,SR,G,6-2,190,Forest City NC,West Oaks Academy (FL),19.3 Pts 3.7 Reb 4.4 Ast,Houston ,2018
Corey Davis,5,JR,G,6-1,190,Lafayette LA,Lafayette High School,13.1 Pts 3.1 Reb 2.4 Ast,Houston ,2018
Devin Davis,15,SR,F,6-7,221,Indianapolis IN,Warren Central,10.9 Pts 6.3 Reb 1.3 Ast,Houston ,2018
Armoni Brooks,3,SO,G,6-3,195,Round Rock TX,McNeill High School,9.3 Pts 3.7 Reb 0.5 Ast,Houston ,2018
Fabian White,35,FR,F,6-8,225,Atascocita TX,Atascocita High School,5.4 Pts 3.9 Reb 0.7 Ast,Houston ,2018
Wes VanBeck,12,SR,G,6-2,180,Houston TX,Westside HS,6.1 Pts 2.8 Reb 1.1 Ast,Houston ,2018
Galen Robinson,25,JR,G,6-1,190,Houston TX,Westbury HS,4.7 Pts 2.4 Reb 3.7 Ast,Houston ,2018
Breaon Brady,24,JR,F,6-8,260,Akron OH,Ellet High School,4.2 Pts 4.1 Reb 0.2 Ast,Houston ,2018
